Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume PLN
2019-07-03,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-07-02,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-07-01,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-30,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-29,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-28,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-27,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-26,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-25,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-24,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-23,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-22,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-20,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-19,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-18,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-17,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-16,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-15,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-14,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-13,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-12,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-11,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-10,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-09,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-08,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-07,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-06,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-05,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-04,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-03,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-02,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-01,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-31,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-30,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-29,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-28,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-27,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-26,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-25,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-24,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-23,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-22,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-21,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-20,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-19,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-18,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-17,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-16,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-15,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-14,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-05-13,BTCPLN,29450,29450,29450,29450,0.0,0.0
