Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume EOS,Volume RUR
2018-06-07,EOSRUR,842,865,827.29,864.85,287.64,243568.56
2018-06-06,EOSRUR,846.79,853.83,826.52,842,202.84,169631.25
2018-06-05,EOSRUR,815,850,785.13,846.79,399.49,325634.35
2018-06-04,EOSRUR,889.98,893.67,791,815,570.07,475445.46
2018-06-03,EOSRUR,900,912.9,855,889.98,1059.4,943514.21
2018-06-02,EOSRUR,739.89,947.86,711.07,900,2184.63,1867924.75
2018-06-01,EOSRUR,732.6,750,689,739.89,1122.59,806920.17
2018-05-31,EOSRUR,722.51,754,700,732.6,1421.79,1032962.67
2018-05-30,EOSRUR,734.5,764.66,701,722.51,984.13,723600.16
2018-05-29,EOSRUR,724.91,760,666.25,734.5,1142.73,820890.31
2018-05-28,EOSRUR,763.56,802.59,723.55,724.91,722.74,546546.0
2018-05-27,EOSRUR,779,793.12,760,763.56,295.0,228033.27
2018-05-26,EOSRUR,805,805,741.42,779,765.38,599462.8
2018-05-25,EOSRUR,815,823.09,746,805,864.3,676229.42
2018-05-24,EOSRUR,671,826.19,670,815,1875.25,1444369.51
2018-05-23,EOSRUR,767.2,769.88,660.55,671,1129.68,802536.29
2018-05-22,EOSRUR,807.3,817.31,759.03,767.2,428.84,335434.69
2018-05-21,EOSRUR,847.86,865.26,800,807.3,627.41,521531.47
2018-05-20,EOSRUR,804.01,865.26,804.01,847.86,722.32,605387.92
2018-05-19,EOSRUR,788.52,826.5,768.1,804.01,675.99,540601.59
2018-05-18,EOSRUR,760,814.4,746.49,788.52,495.93,389851.45
2018-05-17,EOSRUR,776.82,858.08,760,760,1058.2,851539.33
2018-05-16,EOSRUR,807.47,840,755.32,776.82,740.7,574164.84
2018-05-15,EOSRUR,870.77,886.72,780.77,807.47,463.8,393182.35
2018-05-14,EOSRUR,940.77,959.15,870.77,870.77,1043.13,930835.71
2018-05-13,EOSRUR,900.44,960.55,871,940.77,860.58,796001.87
2018-05-12,EOSRUR,952.56,959.82,810,900.44,1210.59,1080895.77
2018-05-11,EOSRUR,1103.82,1106.11,895.57,952.56,1294.48,1263691.21
2018-05-10,EOSRUR,1097.53,1128.88,1088.49,1103.82,414.78,459175.83
2018-05-09,EOSRUR,1132.55,1149.92,1070,1097.53,437.55,478121.31
2018-05-08,EOSRUR,1107.61,1154.69,1082,1132.55,759.41,848336.65
2018-05-07,EOSRUR,1050.27,1130,1020,1107.61,815.29,883449.91
2018-05-06,EOSRUR,1086.7,1090,1030,1050.27,750.88,794748.5
2018-05-05,EOSRUR,1039.05,1135.2,1023.83,1086.7,801.91,881073.83
2018-05-04,EOSRUR,1076.8,1086,1001,1039.05,1469.84,1517732.94
2018-05-03,EOSRUR,1171.44,1190,1033.95,1076.8,1206.17,1325392.83
2018-05-02,EOSRUR,1169.8,1200.01,1100.51,1171.44,906.21,1048054.0
2018-05-01,EOSRUR,1078.82,1169.8,1005,1169.8,1603.19,1730278.84
2018-04-30,EOSRUR,1287.57,1311.77,1001,1078.82,3094.36,3522883.91
2018-04-29,EOSRUR,1126.62,1420,1126.62,1287.57,3404.88,4316286.35
2018-04-28,EOSRUR,1060,1190,1042.96,1126.62,2953.97,3327861.91
2018-04-27,EOSRUR,939,1090,903,1060,1677.01,1671437.82
2018-04-26,EOSRUR,918.94,939,850.9,939,919.99,829270.79
2018-04-25,EOSRUR,910,930.52,778.64,918.94,1804.92,1539206.64
2018-04-24,EOSRUR,696.09,960.22,696.09,910,1700.64,1444849.21
2018-04-23,EOSRUR,683.33,710,659.85,696.09,280.99,195863.34
2018-04-22,EOSRUR,650,700,636.59,683.33,301.69,207554.12
2018-04-21,EOSRUR,695,697.6,618.1,650,594.11,387864.6
2018-04-20,EOSRUR,558,695,557.84,695,1054.0,643467.26
2018-04-19,EOSRUR,535,558,523.73,558,316.53,170376.61
2018-04-18,EOSRUR,510.85,535,507,535,290.24,150861.59
2018-04-17,EOSRUR,490.74,535,480,510.85,648.32,333702.38
2018-04-16,EOSRUR,509.5,512,472,490.74,502.84,244244.31
2018-04-15,EOSRUR,532.91,532.91,460,509.5,266.06,132236.3
2018-04-14,EOSRUR,520.7,540.56,488,532.91,963.35,492532.97
2018-04-13,EOSRUR,529.47,575.16,514,520.7,1266.07,691074.93
2018-04-12,EOSRUR,516,561.9,501.7,529.47,1997.72,1062353.94
2018-04-11,EOSRUR,379.04,544.49,373.5,516,3302.16,1481769.26
2018-04-10,EOSRUR,347,389.11,342.53,379.04,661.38,246168.8
2018-04-09,EOSRUR,341.44,362.08,335.32,347,647.48,225411.32
2018-04-08,EOSRUR,341.54,343.14,331.25,341.44,178.34,60653.69
2018-04-07,EOSRUR,342.45,342.57,325.78,341.54,356.01,119055.44
2018-04-06,EOSRUR,360,361.87,320,342.45,390.28,133575.04
2018-04-05,EOSRUR,321.61,360,313.45,360,580.04,194715.63
2018-04-04,EOSRUR,333,342.6,312,321.61,554.75,180173.88
2018-04-03,EOSRUR,311.26,340.3,311.26,333,419.75,138578.67
2018-04-02,EOSRUR,315.76,348.63,310.08,311.26,353.83,112705.04
2018-04-01,EOSRUR,364,364,300,315.76,435.49,142919.34
2018-03-31,EOSRUR,354.84,370,342.13,364,342.82,122555.64
2018-03-30,EOSRUR,355.18,365,335.04,354.84,658.7,232847.34
2018-03-29,EOSRUR,341.93,364.9,323.33,355.18,620.61,215193.55
2018-03-28,EOSRUR,349.95,360,330.57,341.93,450.55,157406.56
2018-03-27,EOSRUR,335,360,306,349.95,575.41,193975.54
2018-03-26,EOSRUR,369.15,372.83,311.05,335,479.6,158458.56
2018-03-25,EOSRUR,370,380.16,361,369.15,247.08,90885.0
2018-03-24,EOSRUR,387.6,401.93,361.57,370,1952.66,745116.13
2018-03-23,EOSRUR,376.79,396,358.09,387.6,655.93,247945.94
2018-03-22,EOSRUR,399.57,405,338,376.79,1230.08,467164.21
2018-03-21,EOSRUR,325.61,403.53,325.61,399.57,941.12,339097.58
2018-03-20,EOSRUR,340.82,357.98,314,325.61,1159.46,389874.11
2018-03-19,EOSRUR,252,349,252,340.82,658.73,190774.3
2018-03-18,EOSRUR,265.35,293.13,219.44,252,947.95,230964.79
2018-03-17,EOSRUR,290.06,301.55,261.11,265.35,559.19,157816.05
2018-03-16,EOSRUR,306.46,306.46,288.01,290.06,173.26,51610.93
2018-03-15,EOSRUR,303.31,324.81,286.79,306.46,521.74,156845.34
2018-03-14,EOSRUR,331.13,350,300,303.31,1361.7,443764.58
2018-03-13,EOSRUR,380.93,380.93,330,331.13,509.37,175795.45
2018-03-12,EOSRUR,385.85,385.85,343.1,380.93,434.95,164056.19
2018-03-11,EOSRUR,373.35,408.99,373.35,385.85,482.07,183738.56
2018-03-10,EOSRUR,398.52,415,352.09,373.35,496.04,196923.62
2018-03-09,EOSRUR,382.22,401,350,398.52,723.28,269370.74
2018-03-08,EOSRUR,398,412.64,375.32,382.22,426.8,169935.1
2018-03-07,EOSRUR,441.77,441.77,381,398,679.79,267427.73
2018-03-06,EOSRUR,453.33,499.72,381,441.77,1076.3,461837.3
2018-03-05,EOSRUR,463.77,481.56,440.83,453.33,227.39,105831.56
2018-03-04,EOSRUR,460.76,483.44,436,463.77,321.06,147664.97
2018-03-03,EOSRUR,469.63,479.64,430,460.76,185.22,84455.06
2018-03-02,EOSRUR,485.42,502,423,469.63,803.89,381607.19
2018-03-01,EOSRUR,493.43,505,480.11,485.42,272.52,134811.54
2018-02-28,EOSRUR,480,508.71,461,493.43,640.51,310861.79
2018-02-27,EOSRUR,490,499.53,480,480,488.23,238015.51
2018-02-26,EOSRUR,485.49,499.81,462.53,490,286.6,139510.66
2018-02-25,EOSRUR,494.75,500,476,485.49,288.59,140681.75
2018-02-24,EOSRUR,505,519.75,480.76,494.75,616.98,305283.41
2018-02-23,EOSRUR,482.88,518,472.28,505,464.47,230640.89
2018-02-22,EOSRUR,508.4,521.63,468.08,482.88,804.38,397014.66
2018-02-21,EOSRUR,544.99,547.67,488,508.4,966.7,498636.03
2018-02-20,EOSRUR,541,588.16,530,544.99,1059.49,578953.17
2018-02-19,EOSRUR,559.93,590.43,531,541,931.17,521277.09
2018-02-18,EOSRUR,600,624.89,552,559.93,1052.41,613309.04
2018-02-17,EOSRUR,578.53,620,573.6,600,1008.08,607554.3
2018-02-16,EOSRUR,584.72,586.82,550.2,578.53,1000.26,566490.18
2018-02-15,EOSRUR,566.82,602,554.74,584.72,991.56,569599.36
2018-02-14,EOSRUR,535.71,588,535.71,566.82,733.7,410129.39
2018-02-13,EOSRUR,545.2,559.2,530,535.71,670.74,362192.95
2018-02-12,EOSRUR,520.11,560,510,545.2,719.46,380447.73
2018-02-11,EOSRUR,546,548.13,500,520.11,918.14,485236.41
2018-02-10,EOSRUR,573.18,599.52,527,546,919.42,511670.06
2018-02-09,EOSRUR,489.4,580,480,573.18,1212.96,637196.9
2018-02-08,EOSRUR,480.2,535,470.1,489.4,1343.04,681905.8
2018-02-07,EOSRUR,510.57,600,451.38,480.2,1279.48,654991.41
2018-02-06,EOSRUR,468.26,520,350.01,510.57,1961.08,816937.05
2018-02-05,EOSRUR,590.53,600.61,430,468.26,1634.82,869344.32
2018-02-04,EOSRUR,655.23,671.75,580,590.53,1147.17,712008.33
2018-02-03,EOSRUR,620,700,585,655.23,1592.58,1057744.18
2018-02-02,EOSRUR,574.47,673,485,620,1494.38,854666.57
2018-02-01,EOSRUR,672.33,689.85,515,574.47,1168.36,692732.9
2018-01-31,EOSRUR,665,689.85,623.57,672.33,590.16,386288.11
2018-01-30,EOSRUR,753.11,771.18,665,665,1530.12,1094193.87
2018-01-29,EOSRUR,808.39,809.31,750,753.11,629.39,481925.28
2018-01-28,EOSRUR,820.85,825.86,759,808.39,1003.42,803283.44
2018-01-27,EOSRUR,844,844,803.55,820.85,965.77,791378.52
2018-01-26,EOSRUR,855,875,805.1,844,1142.77,957471.49
2018-01-25,EOSRUR,845,885,815.3,855,1129.92,960656.07
2018-01-24,EOSRUR,900,900,808.71,845,1011.92,840952.58
2018-01-23,EOSRUR,814.05,905.49,814.05,900,479.83,413669.73
2018-01-22,EOSRUR,814.05,814.05,814.05,814.05,0.0,0.0
2018-01-21,EOSRUR,967,967,802.61,814.05,711.82,623475.43
2018-01-20,EOSRUR,764.82,1000,735.53,967,2298.44,2046112.67
2018-01-19,EOSRUR,745,775,700,764.82,954.11,709223.44
2018-01-18,EOSRUR,710,815,688.8,745,842.99,631885.74
2018-01-17,EOSRUR,704.75,798,548,759.8,2052.74,1349993.87
2018-01-16,EOSRUR,809.68,838,603,704.75,2576.78,1863422.58
2018-01-15,EOSRUR,852,919.59,800.99,809.68,1113.41,949299.29
2018-01-14,EOSRUR,981.69,998.39,850,852,1482.59,1329004.17
2018-01-13,EOSRUR,788,1138.94,788,981.69,3569.65,3614639.7
2018-01-12,EOSRUR,681,788.99,681,788,832.5,621545.3
2018-01-11,EOSRUR,680,749,620,681,1161.08,789346.07
2018-01-10,EOSRUR,598.97,715,561,680,3308.95,2078602.45
2018-01-09,EOSRUR,570,600,563.04,598.97,1045.78,611317.82
2018-01-08,EOSRUR,585,600,559.5,570,1705.05,980470.93
2018-01-07,EOSRUR,560,611.11,530,585,1621.8,940810.31
2018-01-06,EOSRUR,528.65,580.5,508,560,1060.6,574365.46
2018-01-05,EOSRUR,599,599,500,528.65,909.1,494016.05
2018-01-04,EOSRUR,520,628,520,599,2607.41,1527044.25
2018-01-03,EOSRUR,499,520,457,520,1490.05,736159.94
2018-01-02,EOSRUR,478,510,469.61,499,1629.14,807248.2
2018-01-01,EOSRUR,500,508.38,465.45,478,552.57,271146.05
2017-12-31,EOSRUR,501.46,504.65,456,500,730.29,351957.65
2017-12-30,EOSRUR,524.59,524.59,460,501.46,570.17,279597.79
2017-12-29,EOSRUR,528.8,528.8,495.64,524.59,402.6,206801.4
2017-12-28,EOSRUR,560,560,490.6,528.8,892.13,459782.98
2017-12-27,EOSRUR,525,582,450,560,1905.22,1032091.63
2017-12-26,EOSRUR,565,565,525,525,1295.82,700056.66
2017-12-25,EOSRUR,563,575,512.57,565,1493.97,830572.12
2017-12-24,EOSRUR,628,628,500,563,2394.92,1327820.43
2017-12-23,EOSRUR,585.56,661.68,584,628,2369.81,1501368.21
2017-12-22,EOSRUR,677,718.43,401,585.56,3138.14,1825011.48
2017-12-21,EOSRUR,727.01,740,650,677,2250.31,1592369.95
2017-12-20,EOSRUR,769,775,640.8,727.01,4411.95,3184742.95
2017-12-19,EOSRUR,550,827,550,769,8905.91,6339465.1
2017-12-18,EOSRUR,529,560,490.2,550,4086.67,2147739.14
2017-12-17,EOSRUR,520,541,480,529,2876.31,1449839.78
2017-12-16,EOSRUR,513.17,557,506,520,3250.85,1737897.21
2017-12-15,EOSRUR,534.17,545.41,420.91,513.17,4482.71,2125985.16
2017-12-14,EOSRUR,440.2,570,440.2,534.17,7032.49,3593079.84
2017-12-13,EOSRUR,327.67,489.91,244.17,440.2,5823.71,2343229.57
2017-12-12,EOSRUR,275,345.5,265.14,327.67,3793.81,1157712.79
2017-12-11,EOSRUR,247,280.27,241,275,3221.27,850388.22
2017-12-10,EOSRUR,268.9,268.9,241,247,1977.08,489612.6
2017-12-09,EOSRUR,289.76,292,240.5,268.9,2598.6,703574.42
2017-12-08,EOSRUR,255,300,242,289.76,3120.72,868142.52
2017-12-07,EOSRUR,292,305,236,255,3190.68,855421.52
2017-12-06,EOSRUR,278.14,349,270,292,6927.18,2190473.21
2017-12-05,EOSRUR,250.01,296,230,278.14,4247.38,1104897.73
2017-12-04,EOSRUR,239,266.1,229.01,250.01,2683.22,662135.26
2017-12-03,EOSRUR,236,275,230.1,239,5370.38,1285861.53
2017-12-02,EOSRUR,190.3,251,180.22,236,2511.31,559190.97
2017-12-01,EOSRUR,179,190.3,172,190.3,724.63,131686.12
2017-11-30,EOSRUR,150,190.03,150,179,922.53,161064.0
2017-11-29,EOSRUR,177,200,150,150,1730.52,303385.13
2017-11-28,EOSRUR,170,300,164.25,177,3410.6,665527.77
2017-11-27,EOSRUR,148.87,188.4,130,170,1617.39,268042.87
2017-11-26,EOSRUR,111.94,159.77,107,148.87,1002.4,142986.87
2017-11-25,EOSRUR,108.71,111.94,102.08,111.94,400.08,43068.85
2017-11-24,EOSRUR,107.19,113.13,100,108.71,249.31,26431.01
2017-11-23,EOSRUR,107,113.19,103.1,107.19,137.98,14968.15
2017-11-22,EOSRUR,110,117,103.1,107,183.94,20011.11
2017-11-21,EOSRUR,106.56,118.76,106.56,110,333.59,38608.02
2017-11-20,EOSRUR,100,116.24,100,106.56,792.46,85328.59
2017-11-19,EOSRUR,108,116.24,100,100,605.87,65600.97
2017-11-18,EOSRUR,99,120,93.35,108,727.39,77570.25
2017-11-17,EOSRUR,92.09,103.98,90,99,280.89,26358.66
2017-11-16,EOSRUR,98.78,110.06,89.98,92.09,1910.45,190202.24
2017-11-15,EOSRUR,88.89,109.73,88.88,98.78,379.92,35850.56
2017-11-14,EOSRUR,67,107.72,67,88.89,186.22,17158.56
2017-11-13,EOSRUR,66.79,72.09,66.79,67,142.76,9963.59
2017-11-12,EOSRUR,66.09,71.04,60.11,66.79,323.35,20964.25
2017-11-11,EOSRUR,61,69.85,35,66.09,69.48,4125.97
2017-11-10,EOSRUR,69.85,69.85,61,61,156.95,10520.29
2017-11-09,EOSRUR,72.15,76.09,61,69.85,448.24,31636.54
2017-11-08,EOSRUR,63,76.09,54.9,72.15,863.01,61432.44
2017-11-07,EOSRUR,55.72,63,52,63,44.34,2674.23
2017-11-06,EOSRUR,66.49,67.33,55.72,55.72,20.63,1255.02
2017-11-05,EOSRUR,71.71,71.71,57.87,66.49,99.04,6286.8
2017-11-04,EOSRUR,88.3,88.3,69.25,71.71,70.31,5027.46
2017-11-03,EOSRUR,79,180,73.72,88.3,121.3,12165.87
2017-11-02,EOSRUR,60,170,34,79,194.33,14247.04
2017-11-01,EOSRUR,45.69,60,34,60,73.02,3546.88
2017-10-31,EOSRUR,46.16,46.16,45.69,45.69,2.0,91.37
2017-10-30,EOSRUR,34,48.06,34,46.16,57.42,2421.85
