Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume USD
2018-04-26,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-25,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-24,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-23,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-22,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-21,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-20,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-19,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-18,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-17,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-16,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-15,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-14,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-13,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-12,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-11,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-10,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-09,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-08,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-07,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-06,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-05,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-04,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-03,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-02,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-01,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-31,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-30,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-29,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-28,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-27,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-26,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-25,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-24,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-23,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-22,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-21,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-20,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-19,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-18,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-17,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-16,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-15,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-14,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-13,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-12,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-11,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-10,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-09,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-08,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-07,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-06,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-05,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-04,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-03,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-02,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-03-01,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-28,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-27,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-26,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-25,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-24,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-23,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-22,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-21,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-20,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-19,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-18,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-17,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-16,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-15,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-14,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-13,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-12,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-11,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-10,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-09,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-08,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-07,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-02-06,XRPUSD,0.6913,0.7398,0.5841,0.7026,4686731.0,3101879.43
2018-02-05,XRPUSD,0.8213,0.8457,0.6637,0.6913,5958460.0,4462469.86
2018-02-04,XRPUSD,0.954,0.971,0.7958,0.8213,4148741.0,3679912.9
2018-02-03,XRPUSD,0.9079,1.02,0.791,0.954,5083003.0,4653775.09
2018-02-02,XRPUSD,0.9556,0.9799,0.6779,0.9101,10145655.0,8556441.37
2018-02-01,XRPUSD,1.14,1.14,0.9078,0.9556,6024518.0,6103814.0
2018-01-31,XRPUSD,1.12,1.17,1.02,1.14,4339087.0,4786235.06
2018-01-30,XRPUSD,1.27,1.27,1.09,1.12,4737078.0,5605675.67
2018-01-29,XRPUSD,1.37,1.38,1.25,1.27,3651432.0,4736281.14
2018-01-28,XRPUSD,1.22,1.4,1.22,1.37,3756594.0,4801682.72
2018-01-27,XRPUSD,1.2,1.24,1.17,1.22,3461362.0,4179360.62
2018-01-26,XRPUSD,1.3,1.32,1.1,1.2,5430190.0,6571714.67
2018-01-25,XRPUSD,1.35,1.36,1.28,1.3,1731964.0,2287645.93
2018-01-24,XRPUSD,1.34,1.42,1.29,1.35,4379675.0,5900310.68
2018-01-23,XRPUSD,1.34,1.44,1.18,1.34,5873862.0,7749110.35
2018-01-22,XRPUSD,1.36,1.41,1.13,1.34,5336743.0,6697480.31
2018-01-21,XRPUSD,1.56,1.57,1.3,1.36,4020135.0,5643608.44
2018-01-20,XRPUSD,1.52,1.62,1.47,1.56,3690530.0,5706600.36
2018-01-19,XRPUSD,1.54,1.67,1.37,1.52,4922022.0,7628622.59
2018-01-18,XRPUSD,1.29,1.72,1.22,1.54,6756063.0,9979043.84
2018-01-17,XRPUSD,1.16,1.38,0.8799,1.29,8049238.0,9115350.25
2018-01-16,XRPUSD,1.65,1.68,0.847,1.16,7432525.0,9578732.15
2018-01-15,XRPUSD,1.82,1.87,1.62,1.65,3447250.0,6177236.7
2018-01-14,XRPUSD,1.99,1.99,1.74,1.82,3478875.0,6445948.93
2018-01-13,XRPUSD,2.01,2.09,1.95,1.99,3846157.0,7774982.21
2018-01-12,XRPUSD,1.93,2.15,1.8,2.01,4332829.0,8661817.91
2018-01-11,XRPUSD,1.94,2.3,1.54,1.93,5733288.0,10915752.46
2018-01-10,XRPUSD,2.05,2.11,1.62,1.94,4649475.0,8841411.53
2018-01-09,XRPUSD,2.39,2.47,1.9,2.05,3729250.0,8362783.31
2018-01-08,XRPUSD,2.73,2.75,1.92,2.39,3689466.0,9115355.09
2018-01-07,XRPUSD,2.64,2.8,2.56,2.73,3134959.0,8456921.81
2018-01-06,XRPUSD,2.51,2.84,2.43,2.64,3375179.0,8947127.04
2018-01-05,XRPUSD,2.73,3.05,2.21,2.51,5358637.0,14166984.06
2018-01-04,XRPUSD,2.72,3.29,2.41,2.73,6359303.0,18674334.54
2018-01-03,XRPUSD,2.19,2.84,2.15,2.72,6660654.0,16977195.69
2018-01-02,XRPUSD,2.03,2.21,1.9,2.19,3644893.0,7509249.12
2018-01-01,XRPUSD,1.97,2.08,1.81,2.03,3166862.0,6074441.94
2017-12-31,XRPUSD,1.84,2.09,1.6,1.97,3654407.0,6935692.65
2017-12-30,XRPUSD,1.94,2.4,1.64,1.84,5737746.0,11728434.95
2017-12-29,XRPUSD,1.25,3,1.25,1.94,3078037.0,5449542.76
2017-12-28,XRPUSD,1.22,1.3,1.08,1.25,1120798.0,1361069.28
2017-12-27,XRPUSD,1.08,1.3,1.05,1.22,1395783.0,1627650.39
2017-12-26,XRPUSD,0.978,1.1,0.94,1.08,1054666.0,1063155.43
2017-12-25,XRPUSD,0.9745,1.01,0.919,0.978,557326.0,540168.61
2017-12-24,XRPUSD,0.9945,1,0.8,0.9745,1008391.0,920700.41
2017-12-23,XRPUSD,1.04,1.1,0.9329,0.9945,1245627.0,1269540.84
2017-12-22,XRPUSD,1.13,1.3,0.633,1.04,4338676.0,4182007.72
2017-12-21,XRPUSD,0.7051,1.15,0.6981,1.13,3472767.0,3325751.55
2017-12-20,XRPUSD,0.728,0.78,0.6,0.7051,1263108.0,884156.01
2017-12-19,XRPUSD,0.7506,0.8298,0.695,0.728,1194396.0,912310.14
2017-12-18,XRPUSD,0.704,0.8,0.653,0.7506,878906.0,637697.92
2017-12-17,XRPUSD,0.7336,0.7499,0.68,0.704,759668.0,544995.51
2017-12-16,XRPUSD,0.7378,0.81,0.7011,0.7336,840279.0,627977.25
2017-12-15,XRPUSD,0.8614,0.8614,0.612,0.7378,2184876.0,1642068.26
2017-12-14,XRPUSD,0.446,0.8898,0.4401,0.8614,3361621.0,2291130.59
2017-12-13,XRPUSD,0.363,0.499,0.32,0.446,2245219.0,972493.09
2017-12-12,XRPUSD,0.2485,0.53,0.2408,0.363,1519601.0,551551.11
2017-12-11,XRPUSD,0.2369,0.249,0.2212,0.2485,364633.0,87476.62
2017-12-10,XRPUSD,0.248,0.249,0.22,0.2369,159774.0,36695.93
2017-12-09,XRPUSD,0.236,0.28,0.2257,0.248,445247.0,108685.79
2017-12-08,XRPUSD,0.21,0.2857,0.2,0.236,554553.0,129594.28
2017-12-07,XRPUSD,0.225,0.26,0.19,0.21,183392.0,39290.87
