Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT
2018-06-17 03-AM,ETHUSDT,502.84,507.6,502.6,506.67,5333.45,2689761.62
2018-06-17 02-AM,ETHUSDT,498.97,504.49,498.5,502.84,5902.13,2962067.25
2018-06-17 01-AM,ETHUSDT,497.61,500.61,497.59,498.97,4534.13,2265341.03
2018-06-17 12-AM,ETHUSDT,496.74,499.66,496.17,497.61,4670.42,2325267.51
2018-06-16 11-PM,ETHUSDT,500.51,500.98,494,496.74,4151.88,2066075.62
2018-06-16 10-PM,ETHUSDT,499.98,502.95,499.43,500.51,6092.27,3047847.48
2018-06-16 09-PM,ETHUSDT,498.16,500.78,497.77,499.98,2197.23,1097366.74
2018-06-16 08-PM,ETHUSDT,497.09,499.9,496.39,498.16,3540.34,1763444.65
2018-06-16 07-PM,ETHUSDT,499.48,499.89,493.52,497.09,6285.72,3123887.07
2018-06-16 06-PM,ETHUSDT,500.01,502,498.24,499.48,5188.3,2591578.73
2018-06-16 05-PM,ETHUSDT,499.84,502.71,496.16,500.01,5602.26,2794814.01
2018-06-16 04-PM,ETHUSDT,486.06,503.28,483.96,499.84,9508.56,4704290.37
2018-06-16 03-PM,ETHUSDT,490.2,490.85,483.72,486.06,6333.37,3085001.23
2018-06-16 02-PM,ETHUSDT,490.21,491.67,488.82,490.2,4021.8,1970432.26
2018-06-16 01-PM,ETHUSDT,495.71,495.8,486,490.21,8451.95,4141987.6
2018-06-16 12-PM,ETHUSDT,497.46,499.5,494.52,495.71,6044.75,3005175.36
2018-06-16 11-AM,ETHUSDT,497.5,500.97,495.65,497.46,4090.5,2037121.96
2018-06-16 10-AM,ETHUSDT,496.75,502.98,495.36,497.5,7589.39,3795121.02
2018-06-16 09-AM,ETHUSDT,496.42,498.84,495.27,496.75,4024.76,1999510.71
2018-06-16 08-AM,ETHUSDT,497.4,498.42,493.36,496.42,3755.54,1862031.6
2018-06-16 07-AM,ETHUSDT,497.43,499.75,496.76,497.4,3246.38,1616207.62
2018-06-16 06-AM,ETHUSDT,497.65,498.77,494.5,497.43,5058.05,2511770.14
2018-06-16 05-AM,ETHUSDT,495.28,500.49,494.84,497.65,5608.12,2790060.51
2018-06-16 04-AM,ETHUSDT,491.08,496.82,490.7,495.28,6663.19,3295301.25
2018-06-16 03-AM,ETHUSDT,494.43,494.74,489.96,491.08,5654.52,2784305.37
2018-06-16 02-AM,ETHUSDT,493.5,495,492.23,494.43,5016.5,2477298.99
2018-06-16 01-AM,ETHUSDT,487.41,494.32,484,493.5,5060.89,2472602.34
2018-06-16 12-AM,ETHUSDT,487.48,491.67,485.87,487.41,3519.48,1720543.45
2018-06-15 11-PM,ETHUSDT,487.8,489.41,481.62,487.48,7128.97,3461672.78
2018-06-15 10-PM,ETHUSDT,493.24,493.84,487.21,487.8,4040.7,1980705.29
2018-06-15 09-PM,ETHUSDT,494.08,494.71,491.35,493.24,3740.06,1845644.57
2018-06-15 08-PM,ETHUSDT,495.94,496.7,487.94,494.08,8336.44,4105179.9
2018-06-15 07-PM,ETHUSDT,499.63,499.73,494.19,495.94,6487.1,3224975.84
2018-06-15 06-PM,ETHUSDT,501.1,501.68,498.21,499.63,3628.94,1813969.95
2018-06-15 05-PM,ETHUSDT,504.03,504.39,495.38,501.1,8067.36,4028611.1
2018-06-15 04-PM,ETHUSDT,503.83,512.04,501.52,504.4,9353.5,4737737.77
2018-06-15 03-PM,ETHUSDT,497.9,505.12,494.5,503.83,7197.13,3593876.33
2018-06-15 02-PM,ETHUSDT,491.25,500.26,489.1,497.9,9296.36,4577590.75
2018-06-15 01-PM,ETHUSDT,487.82,492.53,485.5,491.25,6128.73,3001562.22
2018-06-15 12-PM,ETHUSDT,495.64,495.83,485.6,487.82,9451.91,4630487.75
2018-06-15 11-AM,ETHUSDT,499.5,507.94,491,495.64,14407.87,7180070.8
2018-06-15 10-AM,ETHUSDT,498.01,500.93,495.74,499.5,3732.8,1859239.15
2018-06-15 09-AM,ETHUSDT,503.87,504.06,489.39,498.01,9947.36,4928787.69
2018-06-15 08-AM,ETHUSDT,504.93,506.42,502.4,503.87,4337.52,2188063.06
2018-06-15 07-AM,ETHUSDT,508.34,509.99,503.38,504,4086.05,2068975.53
2018-06-15 06-AM,ETHUSDT,505.07,512.29,504.5,508.34,4882.45,2479473.33
2018-06-15 05-AM,ETHUSDT,503.71,506.94,501,505.07,4543.19,2288898.95
2018-06-15 04-AM,ETHUSDT,512.93,513.83,501,503.71,6697.83,3402304.66
2018-06-15 03-AM,ETHUSDT,512.06,514.92,511.59,512.93,3356.41,1722117.65
2018-06-15 02-AM,ETHUSDT,512.99,513.58,510.12,512.06,4696.35,2403244.9
2018-06-15 01-AM,ETHUSDT,515.33,516.72,510.58,512.99,5620.35,2889301.79
2018-06-15 12-AM,ETHUSDT,519.29,521,513.3,515.33,3360.63,1740185.86
2018-06-14 11-PM,ETHUSDT,515.6,519.7,512.45,519.29,3683.41,1902368.79
2018-06-14 10-PM,ETHUSDT,515.53,519.2,511.1,515.6,5732.6,2951831.47
2018-06-14 09-PM,ETHUSDT,519.03,520.67,515.14,515.53,1609.67,834225.86
2018-06-14 08-PM,ETHUSDT,519.65,525.3,517.83,519.03,7174.03,3742425.43
2018-06-14 07-PM,ETHUSDT,519.11,520.29,514.52,519.65,8221.59,4252587.77
2018-06-14 06-PM,ETHUSDT,512.86,529,512.01,519,14676.63,7610333.35
2018-06-14 05-PM,ETHUSDT,503.92,526.88,498.45,512.86,34014.97,17484191.22
2018-06-14 04-PM,ETHUSDT,463.83,513.13,463.82,503.92,21845.34,10720079.68
2018-06-14 03-PM,ETHUSDT,474.27,474.85,460,463.83,6831.8,3185118.79
2018-06-14 02-PM,ETHUSDT,472,477.86,472,474.27,3642.52,1728843.58
2018-06-14 01-PM,ETHUSDT,483.48,485.26,470.11,472,9338.6,4447338.17
2018-06-14 12-PM,ETHUSDT,487.95,488.2,481.23,483.48,4823.23,2337422.26
2018-06-14 11-AM,ETHUSDT,485.93,489.9,485.4,487.95,4203.9,2050922.75
2018-06-14 10-AM,ETHUSDT,487.73,489,483,485.93,5429.87,2641909.77
2018-06-14 09-AM,ETHUSDT,484.82,489.63,484.82,487.73,3518.64,1713097.11
2018-06-14 08-AM,ETHUSDT,482.74,490.5,482.74,484.82,5685.45,2769260.32
2018-06-14 07-AM,ETHUSDT,485.38,485.92,479.68,482.74,3785.49,1827286.31
2018-06-14 06-AM,ETHUSDT,486.2,488,483.01,485.38,3734.54,1813810.95
2018-06-14 05-AM,ETHUSDT,485.65,490,482.06,486.2,5886.3,2861810.48
2018-06-14 04-AM,ETHUSDT,486.32,488.9,485.01,485.65,4152.24,2021261.25
2018-06-14 03-AM,ETHUSDT,487.19,491,484.14,486.32,6885.1,3351602.27
2018-06-14 02-AM,ETHUSDT,471,495.24,471,487.19,17532.97,8484617.21
2018-06-14 01-AM,ETHUSDT,474.5,477.59,468.67,471,3644.24,1725524.37
2018-06-14 12-AM,ETHUSDT,475.47,479.1,473.56,474.5,4467.43,2130278.43
2018-06-13 11-PM,ETHUSDT,475.99,477.97,470.75,475.47,4078.22,1934964.04
2018-06-13 10-PM,ETHUSDT,468.96,476.88,468.96,475.99,3521.7,1666135.23
2018-06-13 09-PM,ETHUSDT,469.94,472.83,464.01,468.96,2813.11,1317761.54
2018-06-13 08-PM,ETHUSDT,468.16,472.05,463.86,469.94,3858.01,1803504.79
2018-06-13 07-PM,ETHUSDT,475.24,476.38,465.52,468.16,8764.69,4126505.18
2018-06-13 06-PM,ETHUSDT,473.35,479.89,469.17,475.24,7263.22,3447986.2
2018-06-13 05-PM,ETHUSDT,466.19,474.35,459.49,473.35,8996.25,4196992.51
2018-06-13 04-PM,ETHUSDT,462.78,469.57,449.06,466.19,23993.98,11038592.42
2018-06-13 03-PM,ETHUSDT,468.48,473.34,460.24,462.78,9514.5,4438953.92
2018-06-13 02-PM,ETHUSDT,474.97,475,467.55,468.48,6736.3,3175335.88
2018-06-13 01-PM,ETHUSDT,478,480.99,473.7,474.97,4756.79,2275624.13
2018-06-13 12-PM,ETHUSDT,476.01,479.52,470.25,478,6927.25,3299141.28
2018-06-13 11-AM,ETHUSDT,467.9,476.01,465.1,476.01,6415.62,3023701.69
2018-06-13 10-AM,ETHUSDT,465.49,476.27,464.99,467.9,11577.06,5457619.72
2018-06-13 09-AM,ETHUSDT,478.47,482.27,461,465.49,14170.58,6661606.46
2018-06-13 08-AM,ETHUSDT,489.99,490.5,474.3,478.47,12543.68,6058208.43
2018-06-13 07-AM,ETHUSDT,493.99,495.49,489.19,489.99,7517.2,3707533.83
2018-06-13 06-AM,ETHUSDT,492.84,494.85,492.5,493.99,2537.7,1252977.99
2018-06-13 05-AM,ETHUSDT,497.05,499.5,492.59,492.84,3290.8,1631600.45
2018-06-13 04-AM,ETHUSDT,497.77,497.8,488.41,497.05,6120.84,3025275.49
2018-06-13 03-AM,ETHUSDT,499.52,500.57,497,497.77,2930.11,1460749.16
2018-06-13 02-AM,ETHUSDT,496.88,501.97,495.45,499.52,4791.59,2393866.02
2018-06-13 01-AM,ETHUSDT,493.35,497.3,492.14,496.88,2603.29,1287752.24
2018-06-13 12-AM,ETHUSDT,493,496.74,490.73,493.35,5546.86,2742195.23
2018-06-12 11-PM,ETHUSDT,490.08,496.5,482,493,7473.59,3647472.44
2018-06-12 10-PM,ETHUSDT,490.84,490.85,486.56,490.08,5768.97,2821190.54
2018-06-12 09-PM,ETHUSDT,490.41,491.5,486.42,490.84,8921.47,4361090.17
2018-06-12 08-PM,ETHUSDT,491.34,494.32,484,490.41,9103.48,4462920.54
2018-06-12 07-PM,ETHUSDT,507,507.01,483.5,491.34,18993.17,9367540.74
2018-06-12 06-PM,ETHUSDT,515.75,517,505.16,507,7584.37,3871180.17
2018-06-12 05-PM,ETHUSDT,518.56,521.36,514.5,515.75,3488.53,1809599.33
2018-06-12 04-PM,ETHUSDT,524.66,524.86,514.54,518.56,6736.3,3503213.54
2018-06-12 03-PM,ETHUSDT,523.79,524.66,521.71,524.66,3432.08,1795885.98
2018-06-12 02-PM,ETHUSDT,521.47,527.95,520.3,523.79,4302.33,2253259.62
2018-06-12 01-PM,ETHUSDT,521.27,523.9,519,521.47,6872.66,3582481.38
2018-06-12 12-PM,ETHUSDT,531.87,532.9,520.3,521.27,6360.1,3353779.33
2018-06-12 11-AM,ETHUSDT,531.55,533.06,528.01,531.87,4589.9,2436792.01
2018-06-12 10-AM,ETHUSDT,535.73,536.17,531.33,531.55,3958.45,2111304.57
2018-06-12 09-AM,ETHUSDT,535.69,537.12,534.58,535.73,4419.0,2366412.13
2018-06-12 08-AM,ETHUSDT,529.54,538.88,527.19,535.79,6661.67,3543574.99
2018-06-12 07-AM,ETHUSDT,531.8,532,526.73,529.54,3923.48,2075903.29
2018-06-12 06-AM,ETHUSDT,531.29,534.08,530.56,531.8,4331.59,2304583.01
2018-06-12 05-AM,ETHUSDT,529.36,532,528.36,531.29,4966.26,2635084.79
2018-06-12 04-AM,ETHUSDT,525,533,524.61,529.36,5487.79,2901951.7
2018-06-12 03-AM,ETHUSDT,531.97,532.61,522.98,525,4971.47,2628692.74
2018-06-12 02-AM,ETHUSDT,529.52,533.27,520,531.97,6390.79,3388185.81
2018-06-12 01-AM,ETHUSDT,527.03,529.8,525.16,529.52,5091.66,2688428.03
2018-06-12 12-AM,ETHUSDT,531.69,531.98,525.33,527.03,5067.47,2673535.15
2018-06-11 11-PM,ETHUSDT,524.33,534.2,523.75,531.69,6914.33,3651922.17
2018-06-11 10-PM,ETHUSDT,518.72,525,516.73,524.33,4186.35,2181179.84
2018-06-11 09-PM,ETHUSDT,515.93,520.1,515.49,518.72,3008.15,1558697.6
2018-06-11 08-PM,ETHUSDT,519,519.7,514.31,515.93,3240.92,1675565.53
2018-06-11 07-PM,ETHUSDT,518,522.7,514.4,519,4898.04,2540850.98
2018-06-11 06-PM,ETHUSDT,516.98,520.63,509.01,518,7675.36,3945479.69
2018-06-11 05-PM,ETHUSDT,521,525,516.41,516.98,5862.13,3053225.27
2018-06-11 04-PM,ETHUSDT,512.56,521.74,512.4,521,6628.29,3442571.34
2018-06-11 03-PM,ETHUSDT,520.36,521.97,508.66,512.56,8649.13,4453203.87
2018-06-11 02-PM,ETHUSDT,528.49,528.51,518,520.36,7221.47,3773789.46
2018-06-11 01-PM,ETHUSDT,529.55,529.9,527.01,528.49,3999.35,2114166.56
2018-06-11 12-PM,ETHUSDT,533.54,534,526.03,529.55,5121.41,2717476.26
2018-06-11 11-AM,ETHUSDT,530.51,533.75,528.61,533.54,4915.24,2611883.73
2018-06-11 10-AM,ETHUSDT,529,530.99,518.11,530.51,5920.91,3124272.85
2018-06-11 09-AM,ETHUSDT,532.3,534.28,528.5,529,3813.93,2024767.17
2018-06-11 08-AM,ETHUSDT,516.59,534.37,515.68,532.3,9506.39,5036527.49
2018-06-11 07-AM,ETHUSDT,530.17,532.71,516.33,516.59,8448.62,4435772.96
2018-06-11 06-AM,ETHUSDT,530.92,533.39,526.33,530.17,5178.2,2747294.4
2018-06-11 05-AM,ETHUSDT,534.88,535.51,529.1,530.92,4233.75,2253673.99
2018-06-11 04-AM,ETHUSDT,531.46,535.5,528.29,534.88,4633.01,2462618.87
2018-06-11 03-AM,ETHUSDT,530.43,534.36,525.94,531.46,4923.18,2614304.44
2018-06-11 02-AM,ETHUSDT,521.87,534.18,519.85,530.43,8812.94,4664748.35
2018-06-11 01-AM,ETHUSDT,515.6,522.26,509,521.87,5645.77,2915401.03
2018-06-11 12-AM,ETHUSDT,524.11,524.64,514.12,515.6,5143.67,2675764.75
2018-06-10 11-PM,ETHUSDT,504.94,525.56,503.67,524.11,10291.62,5322524.96
2018-06-10 10-PM,ETHUSDT,513.69,516.99,501.13,504.94,12340.76,6271407.62
2018-06-10 09-PM,ETHUSDT,522.61,525.96,505,513.69,17990.37,9247182.19
2018-06-10 08-PM,ETHUSDT,538.16,538.7,521.56,522.61,8465.87,4493040.49
2018-06-10 07-PM,ETHUSDT,532.21,538.38,528,538.16,8357.75,4452458.96
2018-06-10 06-PM,ETHUSDT,533.67,541.71,523.68,532.21,19049.77,10092018.93
2018-06-10 05-PM,ETHUSDT,561.79,562.93,529.17,533.67,24108.15,13077281.5
2018-06-10 04-PM,ETHUSDT,567.44,567.5,561.79,561.79,2748.8,1550136.26
2018-06-10 03-PM,ETHUSDT,566.5,568.45,564.58,567.44,2532.75,1434398.24
2018-06-10 02-PM,ETHUSDT,569.9,570.43,565.15,566.5,1515.06,860879.81
2018-06-10 01-PM,ETHUSDT,564.62,571.18,560.23,569.9,4166.76,2359114.84
2018-06-10 12-PM,ETHUSDT,567.06,569.43,563.4,564.62,4005.29,2272171.81
2018-06-10 11-AM,ETHUSDT,566.96,568.39,565,567.06,1805.54,1023030.9
2018-06-10 10-AM,ETHUSDT,567.79,568,560.5,566.96,3111.1,1754436.4
2018-06-10 09-AM,ETHUSDT,560.98,568.12,560.14,567.79,3669.89,2074223.87
2018-06-10 08-AM,ETHUSDT,559.5,563.31,558.58,560.98,7340.86,4119592.68
2018-06-10 07-AM,ETHUSDT,573.03,573.13,557.31,559.5,9340.03,5288087.72
2018-06-10 06-AM,ETHUSDT,572.31,574.27,570.12,573.03,2016.13,1154123.51
2018-06-10 05-AM,ETHUSDT,570.33,572.96,570,572.31,2119.47,1211598.65
2018-06-10 04-AM,ETHUSDT,568.98,574.77,568.98,570.33,2417.35,1384587.67
2018-06-10 03-AM,ETHUSDT,576.46,578.01,566.87,568.98,5700.31,3265973.52
2018-06-10 02-AM,ETHUSDT,577.98,579.23,572.51,576.46,2807.63,1617317.93
2018-06-10 01-AM,ETHUSDT,570.83,580.59,570.76,577.98,5572.25,3209089.12
2018-06-10 12-AM,ETHUSDT,592.87,592.87,570.79,570.83,12126.76,7069830.12
2018-06-09 11-PM,ETHUSDT,597.08,600,591,592.87,3086.83,1835680.86
2018-06-09 10-PM,ETHUSDT,599.14,599.66,596,597.08,923.25,551496.9
2018-06-09 09-PM,ETHUSDT,600.29,601.35,597.94,599.14,642.3,384987.72
2018-06-09 08-PM,ETHUSDT,599.67,600.42,599.12,600.29,653.38,391851.02
2018-06-09 07-PM,ETHUSDT,600.2,600.32,598.51,599.67,662.99,397500.57
2018-06-09 06-PM,ETHUSDT,598.6,600.37,597.45,600.2,1754.17,1049189.03
2018-06-09 05-PM,ETHUSDT,599.5,600.37,597.49,598.6,2631.86,1576680.03
2018-06-09 04-PM,ETHUSDT,602.32,603.41,597.72,599.5,1530.43,919733.57
2018-06-09 03-PM,ETHUSDT,600.97,603.97,600.9,602.32,1153.81,695588.86
2018-06-09 02-PM,ETHUSDT,599.65,602.36,598.93,600.97,925.05,556082.09
2018-06-09 01-PM,ETHUSDT,601.48,601.56,596.1,599.65,2996.62,1795355.18
2018-06-09 12-PM,ETHUSDT,605.1,605.98,599.99,601.48,1939.77,1169539.41
2018-06-09 11-AM,ETHUSDT,605.65,607.2,605.08,605.1,1482.12,897955.47
2018-06-09 10-AM,ETHUSDT,605.57,606.95,604.19,605.65,1927.44,1166980.59
2018-06-09 09-AM,ETHUSDT,601.76,605.57,601.56,605.57,1104.7,666766.43
2018-06-09 08-AM,ETHUSDT,604.98,606,601.76,601.76,1486.47,897820.68
2018-06-09 07-AM,ETHUSDT,606.5,606.89,604.75,604.98,1333.33,807512.85
2018-06-09 06-AM,ETHUSDT,606.5,608.27,606,606.5,1227.97,745786.35
2018-06-09 05-AM,ETHUSDT,606.26,607,605.01,606.5,1489.32,902473.98
2018-06-09 04-AM,ETHUSDT,606.13,607.46,605.17,606.26,1012.85,614159.5
2018-06-09 03-AM,ETHUSDT,608.31,608.95,603.41,606.13,1526.13,924707.34
2018-06-09 02-AM,ETHUSDT,605.51,608.97,605,608.31,2821.93,1711853.34
2018-06-09 01-AM,ETHUSDT,602.38,605.84,601.92,605.51,1616.42,976079.31
2018-06-09 12-AM,ETHUSDT,598.68,603.39,598.51,602.38,1561.9,939082.2
2018-06-08 11-PM,ETHUSDT,601.62,602.44,598.41,598.68,1066.37,640203.57
2018-06-08 10-PM,ETHUSDT,599.71,602.77,599.71,601.62,1063.03,639717.73
2018-06-08 09-PM,ETHUSDT,598.79,600.58,597.39,599.71,504.51,302321.27
2018-06-08 08-PM,ETHUSDT,597.79,599.46,596.53,598.79,939.11,561357.38
2018-06-08 07-PM,ETHUSDT,598.53,599.71,595.64,597.79,1237.02,739104.24
2018-06-08 06-PM,ETHUSDT,600.67,601.61,598.51,598.53,1245.6,747724.11
2018-06-08 05-PM,ETHUSDT,601,601.98,599.13,600.67,1506.4,904950.64
2018-06-08 04-PM,ETHUSDT,599.93,602.94,598.58,601,2977.53,1790260.38
2018-06-08 03-PM,ETHUSDT,596.2,600.57,593.39,599.93,3450.77,2058500.95
2018-06-08 02-PM,ETHUSDT,597.64,597.83,593.33,596.2,2559.96,1524175.14
2018-06-08 01-PM,ETHUSDT,595.54,598.97,594,597.64,1382.39,825131.54
2018-06-08 12-PM,ETHUSDT,596.56,597.61,594.99,595.54,1519.09,905115.66
2018-06-08 11-AM,ETHUSDT,597,599.02,595.1,596.56,2492.23,1487013.64
2018-06-08 10-AM,ETHUSDT,602.4,602.4,595.51,597,4396.38,2630638.57
2018-06-08 09-AM,ETHUSDT,602,604.24,601.51,602.4,1680.16,1012824.04
2018-06-08 08-AM,ETHUSDT,600.13,602.66,599.3,602,1990.12,1196069.51
2018-06-08 07-AM,ETHUSDT,606.31,606.65,600,600.13,2009.52,1210723.55
2018-06-08 06-AM,ETHUSDT,604,606.4,602.78,606.31,1432.18,866465.4
2018-06-08 05-AM,ETHUSDT,602.63,604.35,602.03,604,1225.96,739983.28
2018-06-08 04-AM,ETHUSDT,601.25,603.8,598.31,602.63,3619.11,2175501.19
2018-06-08 03-AM,ETHUSDT,605.37,606.46,601.25,601.25,3242.35,1958898.53
2018-06-08 02-AM,ETHUSDT,606.21,607.47,604.23,605.37,2326.68,1410447.41
2018-06-08 01-AM,ETHUSDT,608.06,608.39,604.3,606.21,1989.53,1207773.48
2018-06-08 12-AM,ETHUSDT,605.16,608.45,603.49,608.06,1907.74,1157106.76
2018-06-07 11-PM,ETHUSDT,602.68,606,600.81,605.16,1779.26,1072849.31
2018-06-07 10-PM,ETHUSDT,602.49,603.32,600.6,602.68,1185.12,713327.15
2018-06-07 09-PM,ETHUSDT,603.5,603.97,598.66,602.49,1604.02,964956.93
2018-06-07 08-PM,ETHUSDT,606.52,607,598.24,603.5,4276.51,2577402.96
2018-06-07 07-PM,ETHUSDT,607.25,607.95,606.12,606.52,965.96,586227.25
2018-06-07 06-PM,ETHUSDT,607.86,609.61,606.6,607.25,1487.5,903888.83
2018-06-07 05-PM,ETHUSDT,611,611.5,605.31,607.86,2274.78,1383098.09
2018-06-07 04-PM,ETHUSDT,605.9,611,604.27,611,2168.54,1317643.1
2018-06-07 03-PM,ETHUSDT,606.32,608.5,603.65,605.9,2690.02,1629946.07
2018-06-07 02-PM,ETHUSDT,608.25,609,602.57,606.32,3687.7,2235092.37
2018-06-07 01-PM,ETHUSDT,609.38,611.16,607.15,608.25,1934.79,1178309.43
2018-06-07 12-PM,ETHUSDT,607.6,611.13,607.1,609.38,1589.65,968253.57
2018-06-07 11-AM,ETHUSDT,607.99,609.1,607,607.6,1622.3,986498.17
2018-06-07 10-AM,ETHUSDT,609.64,610.47,606.41,607.99,1954.26,1189292.89
2018-06-07 09-AM,ETHUSDT,608.18,611,606.25,609.64,2580.7,1569947.85
2018-06-07 08-AM,ETHUSDT,609.58,613.12,608,608.18,4003.49,2444570.72
2018-06-07 07-AM,ETHUSDT,607.31,610.3,606.69,609.58,2035.71,1239912.11
2018-06-07 06-AM,ETHUSDT,610.47,612.13,605.08,607.33,3498.65,2126673.63
2018-06-07 05-AM,ETHUSDT,611.45,613.2,608.48,610.47,2565.79,1567984.82
2018-06-07 04-AM,ETHUSDT,614.73,615.69,610.1,611.45,1559.91,954957.89
2018-06-07 03-AM,ETHUSDT,612.69,615.69,611.34,614.73,2001.22,1228793.36
2018-06-07 02-AM,ETHUSDT,614.59,616.54,612.4,612.69,2973.72,1826721.14
2018-06-07 01-AM,ETHUSDT,615.15,618,610.8,614.59,4325.29,2658255.62
2018-06-07 12-AM,ETHUSDT,607.4,615.15,606.59,615.15,2975.8,1818454.91
2018-06-06 11-PM,ETHUSDT,606.73,608,604.22,607.4,1394.76,845549.24
2018-06-06 10-PM,ETHUSDT,607.08,609.96,603.42,606.73,1784.6,1082924.57
2018-06-06 09-PM,ETHUSDT,604.71,610,602.67,607.08,4601.97,2792928.57
2018-06-06 08-PM,ETHUSDT,598.26,605.93,594.23,604.71,2813.49,1685829.07
2018-06-06 07-PM,ETHUSDT,597.23,599.46,596.58,598.26,1324.13,792019.89
2018-06-06 06-PM,ETHUSDT,596.98,598,593.52,597.23,2036.84,1212710.47
2018-06-06 05-PM,ETHUSDT,596.11,598.5,594.82,596.98,3182.16,1898370.02
2018-06-06 04-PM,ETHUSDT,611.31,611.43,593.4,596.11,7843.64,4702722.28
2018-06-06 03-PM,ETHUSDT,607.81,612.38,606,611.31,2636.71,1608205.83
2018-06-06 02-PM,ETHUSDT,608.4,610.16,607.42,607.81,1423.25,866570.84
2018-06-06 01-PM,ETHUSDT,610.83,611.77,608,608.4,2237.38,1363887.42
2018-06-06 12-PM,ETHUSDT,606.01,612.67,603.5,610.83,3043.77,1849664.18
2018-06-06 11-AM,ETHUSDT,604.5,607.7,604.34,606.01,1903.22,1153711.89
2018-06-06 10-AM,ETHUSDT,601.01,604.5,600.05,604.5,2257.11,1359632.43
2018-06-06 09-AM,ETHUSDT,603.65,603.81,600.1,601.01,2491.3,1499252.02
2018-06-06 08-AM,ETHUSDT,606.68,606.73,601.16,603.65,2859.85,1725761.16
2018-06-06 07-AM,ETHUSDT,608.94,613.35,606.47,606.72,5587.55,3409727.22
2018-06-06 06-AM,ETHUSDT,605.31,609.58,605.31,609,3269.84,1988084.41
2018-06-06 05-AM,ETHUSDT,601.48,605.57,598.41,605.31,3589.07,2159153.35
2018-06-06 04-AM,ETHUSDT,606.11,608.49,601,601.48,2667.52,1610912.06
2018-06-06 03-AM,ETHUSDT,607.17,609,605.16,606.11,2180.0,1324852.66
2018-06-06 02-AM,ETHUSDT,609.06,609.32,605.01,607.17,1221.94,741613.92
2018-06-06 01-AM,ETHUSDT,605.09,609.91,603.29,609.06,2211.0,1340674.62
2018-06-06 12-AM,ETHUSDT,609.05,611.98,604.91,605.09,2544.26,1550150.42
2018-06-05 11-PM,ETHUSDT,611.17,611.74,606.51,609.05,1434.42,873597.87
2018-06-05 10-PM,ETHUSDT,603.98,611.47,603.98,611.17,1975.73,1200030.41
2018-06-05 09-PM,ETHUSDT,609.26,610.59,603,603.98,2685.55,1626956.94
2018-06-05 08-PM,ETHUSDT,607.24,611.19,607.01,609.26,2271.94,1385211.16
2018-06-05 07-PM,ETHUSDT,611.44,611.44,607.01,607.24,207.41,126126.96
2018-06-05 06-PM,ETHUSDT,609.94,614,608.3,611.44,2649.0,1616836.07
2018-06-05 05-PM,ETHUSDT,606.37,614,602.08,609.94,6296.82,3840181.65
2018-06-05 04-PM,ETHUSDT,600.12,612,600,606.37,9439.47,5716936.17
2018-06-05 03-PM,ETHUSDT,585.9,601,585.52,600.12,4408.66,2618504.5
2018-06-05 02-PM,ETHUSDT,584.72,587.34,583,585.9,1765.47,1033033.22
2018-06-05 01-PM,ETHUSDT,588.11,589.3,583.85,584.72,2293.46,1345603.65
2018-06-05 12-PM,ETHUSDT,587.02,590.8,586.81,588.11,1931.52,1138413.18
2018-06-05 11-AM,ETHUSDT,588.97,591.23,570.36,587.02,2821.94,1650286.2
2018-06-05 10-AM,ETHUSDT,588.05,591.04,586.89,588.97,2476.95,1458457.41
2018-06-05 09-AM,ETHUSDT,594.01,594.01,586,588.05,2721.67,1606994.11
2018-06-05 08-AM,ETHUSDT,586.4,596.2,586.37,594.01,4569.61,2704008.71
2018-06-05 07-AM,ETHUSDT,588.27,589,583.61,586.4,2323.92,1362208.99
2018-06-05 06-AM,ETHUSDT,583.71,588.57,581.64,588.27,2891.07,1694822.54
2018-06-05 05-AM,ETHUSDT,577.23,586.71,576.92,583.71,3687.0,2146775.45
2018-06-05 04-AM,ETHUSDT,582.16,585.55,576.08,577.23,3717.72,2164120.01
2018-06-05 03-AM,ETHUSDT,579.51,584.83,576.81,582.16,4705.86,2734732.33
2018-06-05 02-AM,ETHUSDT,595.5,596,577.62,579.51,7784.64,4541013.67
2018-06-05 01-AM,ETHUSDT,594.93,599,592.83,595.5,1999.58,1191800.13
2018-06-05 12-AM,ETHUSDT,591.02,595.92,590.59,594.93,1326.69,788336.22
2018-06-04 11-PM,ETHUSDT,592.5,593.6,585.62,591.02,3053.92,1801405.12
2018-06-04 10-PM,ETHUSDT,598.87,598.9,592.41,592.5,1511.5,899372.61
2018-06-04 09-PM,ETHUSDT,597.11,599.96,595.71,598.87,2332.18,1394472.59
2018-06-04 08-PM,ETHUSDT,591.5,597.87,589.35,597.11,2051.37,1216803.47
2018-06-04 07-PM,ETHUSDT,590.59,593.28,588,591.5,2255.39,1332819.48
2018-06-04 06-PM,ETHUSDT,586.54,590.83,584.54,590.59,2758.64,1621455.35
2018-06-04 05-PM,ETHUSDT,584,587.57,580.15,586.54,3241.69,1890214.21
2018-06-04 04-PM,ETHUSDT,586.5,589.18,583,584,2976.97,1744565.6
2018-06-04 03-PM,ETHUSDT,585.44,590.93,584,586.5,5021.81,2956421.72
2018-06-04 02-PM,ETHUSDT,592.11,593.05,580.5,585.44,9539.63,5582422.84
